,Brand,Kilometers,Model_name,Manu_Year,fuel_type,SAles_price
4885,Maruti,"34,278",Baleno,2017,Petrol,6.53
4886,Maruti,"33,206",Ciaz,2019,Petrol,9.34
4887,Mahindra,"46,365",Thar,2017,Diesel,7.72
4888,Maruti,"30,480",S-Presso,2020,Petrol,4.50
4889,Maruti,"76,734",Swift,2015,Diesel,3.76
4890,Maruti,"86,294",Swift,2014,Diesel,4.11
4891,Maruti,"39,781",Baleno,2017,Petrol,5.96
4892,Maruti,"82,496",Ciaz,2019,Petrol,8.72
4893,Hyundai,"45,716",Creta,2018,Petrol,8.99
4894,Maruti,"72,880",Wagon,2011,Petrol,1.70
4895,BMW,"85,000",X5,2015,Diesel,31.25
4896,Ford,"70,000",Endeavour,2017,Diesel,24.60
4897,Honda,"75,000",CR-V,2016,Petrol,11.51
4898,Mahindra,"62,000",XUV500,2017,Diesel,11.00
4899,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
4900,Renault,"23,290",KWID,2017,Petrol,3.43
4901,Tata,"96,177",Harrier,2019,Diesel,12.88
4902,Maruti,"14,190",Alto,2018,Petrol,3.86
4903,Maruti,"50,969",Celerio,2018,CNG,5.13
4904,Honda,"26,736",Jazz,2017,Petrol,6.90
4905,Maruti,"34,278",Baleno,2017,Petrol,6.53
4906,Maruti,"33,206",Ciaz,2019,Petrol,9.34
4907,Mahindra,"46,365",Thar,2017,Diesel,7.72
4908,Maruti,"30,480",S-Presso,2020,Petrol,4.50
4909,Maruti,"76,734",Swift,2015,Diesel,3.76
4910,Maruti,"86,294",Swift,2014,Diesel,4.11
4911,Maruti,"39,781",Baleno,2017,Petrol,5.96
4912,Maruti,"82,496",Ciaz,2019,Petrol,8.72
4913,Hyundai,"45,716",Creta,2018,Petrol,8.99
4914,Maruti,"72,880",Wagon,2011,Petrol,1.70
4915,BMW,"85,000",X5,2015,Diesel,31.25
4916,Ford,"70,000",Endeavour,2017,Diesel,24.60
4917,Honda,"75,000",CR-V,2016,Petrol,11.51
4918,Mahindra,"62,000",XUV500,2017,Diesel,11.00
4919,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
4920,Renault,"23,290",KWID,2017,Petrol,3.43
4921,Tata,"96,177",Harrier,2019,Diesel,12.88
4922,Maruti,"14,190",Alto,2018,Petrol,3.86
4923,Maruti,"50,969",Celerio,2018,CNG,5.13
4924,Honda,"26,736",Jazz,2017,Petrol,6.90
4925,Maruti,"34,278",Baleno,2017,Petrol,6.53
4926,Maruti,"33,206",Ciaz,2019,Petrol,9.34
4927,Mahindra,"46,365",Thar,2017,Diesel,7.72
4928,Maruti,"30,480",S-Presso,2020,Petrol,4.50
4929,Maruti,"76,734",Swift,2015,Diesel,3.76
4930,Maruti,"86,294",Swift,2014,Diesel,4.11
4931,Maruti,"39,781",Baleno,2017,Petrol,5.96
4932,Maruti,"82,496",Ciaz,2019,Petrol,8.72
4933,Hyundai,"45,716",Creta,2018,Petrol,8.99
4934,Maruti,"72,880",Wagon,2011,Petrol,1.70
4935,BMW,"85,000",X5,2015,Diesel,31.25
4936,Ford,"70,000",Endeavour,2017,Diesel,24.60
4937,Honda,"75,000",CR-V,2016,Petrol,11.51
4938,Mahindra,"62,000",XUV500,2017,Diesel,11.00
4939,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
4940,Renault,"23,290",KWID,2017,Petrol,3.43
4941,Tata,"96,177",Harrier,2019,Diesel,12.88
4942,Maruti,"14,190",Alto,2018,Petrol,3.86
4943,Maruti,"50,969",Celerio,2018,CNG,5.13
4944,Honda,"26,736",Jazz,2017,Petrol,6.90
4945,Maruti,"34,278",Baleno,2017,Petrol,6.53
4946,Maruti,"33,206",Ciaz,2019,Petrol,9.34
4947,Mahindra,"46,365",Thar,2017,Diesel,7.72
4948,Maruti,"30,480",S-Presso,2020,Petrol,4.50
4949,Maruti,"76,734",Swift,2015,Diesel,3.76
4950,Maruti,"86,294",Swift,2014,Diesel,4.11
4951,Maruti,"39,781",Baleno,2017,Petrol,5.96
4952,Maruti,"82,496",Ciaz,2019,Petrol,8.72
4953,Hyundai,"45,716",Creta,2018,Petrol,8.99
4954,Maruti,"72,880",Wagon,2011,Petrol,1.70
4955,BMW,"85,000",X5,2015,Diesel,31.25
4956,Ford,"70,000",Endeavour,2017,Diesel,24.60
4957,Honda,"75,000",CR-V,2016,Petrol,11.51
4958,Mahindra,"62,000",XUV500,2017,Diesel,11.00
4959,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
4960,Renault,"23,290",KWID,2017,Petrol,3.43
4961,Tata,"96,177",Harrier,2019,Diesel,12.88
4962,Maruti,"14,190",Alto,2018,Petrol,3.86
4963,Maruti,"50,969",Celerio,2018,CNG,5.13
4964,Honda,"26,736",Jazz,2017,Petrol,6.90
4965,Maruti,"34,278",Baleno,2017,Petrol,6.53
4966,Maruti,"33,206",Ciaz,2019,Petrol,9.34
4967,Mahindra,"46,365",Thar,2017,Diesel,7.72
4968,Maruti,"30,480",S-Presso,2020,Petrol,4.50
4969,Maruti,"76,734",Swift,2015,Diesel,3.76
4970,Maruti,"86,294",Swift,2014,Diesel,4.11
4971,Maruti,"39,781",Baleno,2017,Petrol,5.96
4972,Maruti,"82,496",Ciaz,2019,Petrol,8.72
4973,Hyundai,"45,716",Creta,2018,Petrol,8.99
4974,Maruti,"72,880",Wagon,2011,Petrol,1.70
4975,BMW,"85,000",X5,2015,Diesel,31.25
4976,Ford,"70,000",Endeavour,2017,Diesel,24.60
4977,Honda,"75,000",CR-V,2016,Petrol,11.51
4978,Mahindra,"62,000",XUV500,2017,Diesel,11.00
4979,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
4980,Renault,"23,290",KWID,2017,Petrol,3.43
4981,Tata,"96,177",Harrier,2019,Diesel,12.88
4982,Maruti,"14,190",Alto,2018,Petrol,3.86
4983,Maruti,"50,969",Celerio,2018,CNG,5.13
4984,Honda,"26,736",Jazz,2017,Petrol,6.90
4985,Maruti,"34,278",Baleno,2017,Petrol,6.53
4986,Maruti,"33,206",Ciaz,2019,Petrol,9.34
4987,Mahindra,"46,365",Thar,2017,Diesel,7.72
4988,Maruti,"30,480",S-Presso,2020,Petrol,4.50
4989,Maruti,"76,734",Swift,2015,Diesel,3.76
4990,Maruti,"86,294",Swift,2014,Diesel,4.11
4991,Maruti,"39,781",Baleno,2017,Petrol,5.96
4992,Maruti,"82,496",Ciaz,2019,Petrol,8.72
4993,Hyundai,"45,716",Creta,2018,Petrol,8.99
4994,Maruti,"72,880",Wagon,2011,Petrol,1.70
4995,BMW,"85,000",X5,2015,Diesel,31.25
4996,Ford,"70,000",Endeavour,2017,Diesel,24.60
4997,Honda,"75,000",CR-V,2016,Petrol,11.51
4998,Mahindra,"62,000",XUV500,2017,Diesel,11.00
4999,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5000,Renault,"23,290",KWID,2017,Petrol,3.43
5001,Tata,"96,177",Harrier,2019,Diesel,12.88
5002,Maruti,"14,190",Alto,2018,Petrol,3.86
5003,Maruti,"50,969",Celerio,2018,CNG,5.13
5004,Honda,"26,736",Jazz,2017,Petrol,6.90
5005,Maruti,"34,278",Baleno,2017,Petrol,6.53
5006,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5007,Mahindra,"46,365",Thar,2017,Diesel,7.72
5008,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5009,Maruti,"76,734",Swift,2015,Diesel,3.76
5010,Maruti,"86,294",Swift,2014,Diesel,4.11
5011,Maruti,"39,781",Baleno,2017,Petrol,5.96
5012,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5013,Hyundai,"45,716",Creta,2018,Petrol,8.99
5014,Maruti,"72,880",Wagon,2011,Petrol,1.70
5015,BMW,"85,000",X5,2015,Diesel,31.25
5016,Ford,"70,000",Endeavour,2017,Diesel,24.60
5017,Honda,"75,000",CR-V,2016,Petrol,11.51
5018,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5019,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5020,Renault,"23,290",KWID,2017,Petrol,3.43
5021,Tata,"96,177",Harrier,2019,Diesel,12.88
5022,Maruti,"14,190",Alto,2018,Petrol,3.86
5023,Maruti,"50,969",Celerio,2018,CNG,5.13
5024,Honda,"26,736",Jazz,2017,Petrol,6.90
5025,Maruti,"34,278",Baleno,2017,Petrol,6.53
5026,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5027,Mahindra,"46,365",Thar,2017,Diesel,7.72
5028,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5029,Maruti,"76,734",Swift,2015,Diesel,3.76
5030,Maruti,"86,294",Swift,2014,Diesel,4.11
5031,Maruti,"39,781",Baleno,2017,Petrol,5.96
5032,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5033,Hyundai,"45,716",Creta,2018,Petrol,8.99
5034,Maruti,"72,880",Wagon,2011,Petrol,1.70
5035,BMW,"85,000",X5,2015,Diesel,31.25
5036,Ford,"70,000",Endeavour,2017,Diesel,24.60
5037,Honda,"75,000",CR-V,2016,Petrol,11.51
5038,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5039,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5040,Renault,"23,290",KWID,2017,Petrol,3.43
5041,Tata,"96,177",Harrier,2019,Diesel,12.88
5042,Maruti,"14,190",Alto,2018,Petrol,3.86
5043,Maruti,"50,969",Celerio,2018,CNG,5.13
5044,Honda,"26,736",Jazz,2017,Petrol,6.90
5045,Maruti,"34,278",Baleno,2017,Petrol,6.53
5046,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5047,Mahindra,"46,365",Thar,2017,Diesel,7.72
5048,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5049,Maruti,"76,734",Swift,2015,Diesel,3.76
5050,Maruti,"86,294",Swift,2014,Diesel,4.11
5051,Maruti,"39,781",Baleno,2017,Petrol,5.96
5052,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5053,Hyundai,"45,716",Creta,2018,Petrol,8.99
5054,Maruti,"72,880",Wagon,2011,Petrol,1.70
5055,BMW,"85,000",X5,2015,Diesel,31.25
5056,Ford,"70,000",Endeavour,2017,Diesel,24.60
5057,Honda,"75,000",CR-V,2016,Petrol,11.51
5058,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5059,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5060,Renault,"23,290",KWID,2017,Petrol,3.43
5061,Tata,"96,177",Harrier,2019,Diesel,12.88
5062,Maruti,"14,190",Alto,2018,Petrol,3.86
5063,Maruti,"50,969",Celerio,2018,CNG,5.13
5064,Honda,"26,736",Jazz,2017,Petrol,6.90
5065,Maruti,"34,278",Baleno,2017,Petrol,6.53
5066,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5067,Mahindra,"46,365",Thar,2017,Diesel,7.72
5068,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5069,Maruti,"76,734",Swift,2015,Diesel,3.76
5070,Maruti,"86,294",Swift,2014,Diesel,4.11
5071,Maruti,"39,781",Baleno,2017,Petrol,5.96
5072,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5073,Hyundai,"45,716",Creta,2018,Petrol,8.99
5074,Maruti,"72,880",Wagon,2011,Petrol,1.70
5075,BMW,"85,000",X5,2015,Diesel,31.25
5076,Ford,"70,000",Endeavour,2017,Diesel,24.60
5077,Honda,"75,000",CR-V,2016,Petrol,11.51
5078,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5079,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5080,Renault,"23,290",KWID,2017,Petrol,3.43
5081,Tata,"96,177",Harrier,2019,Diesel,12.88
5082,Maruti,"14,190",Alto,2018,Petrol,3.86
5083,Maruti,"50,969",Celerio,2018,CNG,5.13
5084,Honda,"26,736",Jazz,2017,Petrol,6.90
5085,Maruti,"34,278",Baleno,2017,Petrol,6.53
5086,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5087,Mahindra,"46,365",Thar,2017,Diesel,7.72
5088,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5089,Maruti,"76,734",Swift,2015,Diesel,3.76
5090,Maruti,"86,294",Swift,2014,Diesel,4.11
5091,Maruti,"39,781",Baleno,2017,Petrol,5.96
5092,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5093,Hyundai,"45,716",Creta,2018,Petrol,8.99
5094,Maruti,"72,880",Wagon,2011,Petrol,1.70
5095,BMW,"85,000",X5,2015,Diesel,31.25
5096,Ford,"70,000",Endeavour,2017,Diesel,24.60
5097,Honda,"75,000",CR-V,2016,Petrol,11.51
5098,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5099,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5100,Renault,"23,290",KWID,2017,Petrol,3.43
5101,Tata,"96,177",Harrier,2019,Diesel,12.88
5102,Maruti,"14,190",Alto,2018,Petrol,3.86
5103,Maruti,"50,969",Celerio,2018,CNG,5.13
5104,Honda,"26,736",Jazz,2017,Petrol,6.90
5105,Maruti,"34,278",Baleno,2017,Petrol,6.53
5106,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5107,Mahindra,"46,365",Thar,2017,Diesel,7.72
5108,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5109,Maruti,"76,734",Swift,2015,Diesel,3.76
5110,Maruti,"86,294",Swift,2014,Diesel,4.11
5111,Maruti,"39,781",Baleno,2017,Petrol,5.96
5112,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5113,Hyundai,"45,716",Creta,2018,Petrol,8.99
5114,Maruti,"72,880",Wagon,2011,Petrol,1.70
5115,BMW,"85,000",X5,2015,Diesel,31.25
5116,Ford,"70,000",Endeavour,2017,Diesel,24.60
5117,Honda,"75,000",CR-V,2016,Petrol,11.51
5118,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5119,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5120,Renault,"23,290",KWID,2017,Petrol,3.43
5121,Tata,"96,177",Harrier,2019,Diesel,12.88
5122,Maruti,"14,190",Alto,2018,Petrol,3.86
5123,Maruti,"50,969",Celerio,2018,CNG,5.13
5124,Honda,"26,736",Jazz,2017,Petrol,6.90
5125,Maruti,"34,278",Baleno,2017,Petrol,6.53
5126,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5127,Mahindra,"46,365",Thar,2017,Diesel,7.72
5128,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5129,Maruti,"76,734",Swift,2015,Diesel,3.76
5130,Maruti,"86,294",Swift,2014,Diesel,4.11
5131,Maruti,"39,781",Baleno,2017,Petrol,5.96
5132,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5133,Hyundai,"45,716",Creta,2018,Petrol,8.99
5134,Maruti,"72,880",Wagon,2011,Petrol,1.70
5135,BMW,"85,000",X5,2015,Diesel,31.25
5136,Ford,"70,000",Endeavour,2017,Diesel,24.60
5137,Honda,"75,000",CR-V,2016,Petrol,11.51
5138,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5139,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5140,Renault,"23,290",KWID,2017,Petrol,3.43
5141,Tata,"96,177",Harrier,2019,Diesel,12.88
5142,Maruti,"14,190",Alto,2018,Petrol,3.86
5143,Maruti,"50,969",Celerio,2018,CNG,5.13
5144,Honda,"26,736",Jazz,2017,Petrol,6.90
5145,Maruti,"34,278",Baleno,2017,Petrol,6.53
5146,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5147,Mahindra,"46,365",Thar,2017,Diesel,7.72
5148,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5149,Maruti,"76,734",Swift,2015,Diesel,3.76
5150,Maruti,"86,294",Swift,2014,Diesel,4.11
5151,Maruti,"39,781",Baleno,2017,Petrol,5.96
5152,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5153,Hyundai,"45,716",Creta,2018,Petrol,8.99
5154,Maruti,"72,880",Wagon,2011,Petrol,1.70
5155,BMW,"85,000",X5,2015,Diesel,31.25
5156,Ford,"70,000",Endeavour,2017,Diesel,24.60
5157,Honda,"75,000",CR-V,2016,Petrol,11.51
5158,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5159,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5160,Renault,"23,290",KWID,2017,Petrol,3.43
5161,Tata,"96,177",Harrier,2019,Diesel,12.88
5162,Maruti,"14,190",Alto,2018,Petrol,3.86
5163,Maruti,"50,969",Celerio,2018,CNG,5.13
5164,Honda,"26,736",Jazz,2017,Petrol,6.90
5165,Maruti,"34,278",Baleno,2017,Petrol,6.53
5166,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5167,Mahindra,"46,365",Thar,2017,Diesel,7.72
5168,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5169,Maruti,"76,734",Swift,2015,Diesel,3.76
5170,Maruti,"86,294",Swift,2014,Diesel,4.11
5171,Maruti,"39,781",Baleno,2017,Petrol,5.96
5172,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5173,Hyundai,"45,716",Creta,2018,Petrol,8.99
5174,Maruti,"72,880",Wagon,2011,Petrol,1.70
5175,BMW,"85,000",X5,2015,Diesel,31.25
5176,Ford,"70,000",Endeavour,2017,Diesel,24.60
5177,Honda,"75,000",CR-V,2016,Petrol,11.51
5178,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5179,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5180,Renault,"23,290",KWID,2017,Petrol,3.43
5181,Tata,"96,177",Harrier,2019,Diesel,12.88
5182,Maruti,"14,190",Alto,2018,Petrol,3.86
5183,Maruti,"50,969",Celerio,2018,CNG,5.13
5184,Honda,"26,736",Jazz,2017,Petrol,6.90
5185,Maruti,"34,278",Baleno,2017,Petrol,6.53
5186,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5187,Mahindra,"46,365",Thar,2017,Diesel,7.72
5188,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5189,Maruti,"76,734",Swift,2015,Diesel,3.76
5190,Maruti,"86,294",Swift,2014,Diesel,4.11
5191,Maruti,"39,781",Baleno,2017,Petrol,5.96
5192,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5193,Hyundai,"45,716",Creta,2018,Petrol,8.99
5194,Maruti,"72,880",Wagon,2011,Petrol,1.70
5195,BMW,"85,000",X5,2015,Diesel,31.25
5196,Ford,"70,000",Endeavour,2017,Diesel,24.60
5197,Honda,"75,000",CR-V,2016,Petrol,11.51
5198,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5199,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5200,Renault,"23,290",KWID,2017,Petrol,3.43
5201,Tata,"96,177",Harrier,2019,Diesel,12.88
5202,Maruti,"14,190",Alto,2018,Petrol,3.86
5203,Maruti,"50,969",Celerio,2018,CNG,5.13
5204,Honda,"26,736",Jazz,2017,Petrol,6.90
5205,Maruti,"34,278",Baleno,2017,Petrol,6.53
5206,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5207,Mahindra,"46,365",Thar,2017,Diesel,7.72
5208,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5209,Maruti,"76,734",Swift,2015,Diesel,3.76
5210,Maruti,"86,294",Swift,2014,Diesel,4.11
5211,Maruti,"39,781",Baleno,2017,Petrol,5.96
5212,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5213,Hyundai,"45,716",Creta,2018,Petrol,8.99
5214,Maruti,"72,880",Wagon,2011,Petrol,1.70
5215,BMW,"85,000",X5,2015,Diesel,31.25
5216,Ford,"70,000",Endeavour,2017,Diesel,24.60
5217,Honda,"75,000",CR-V,2016,Petrol,11.51
5218,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5219,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5220,Renault,"23,290",KWID,2017,Petrol,3.43
5221,Tata,"96,177",Harrier,2019,Diesel,12.88
5222,Maruti,"14,190",Alto,2018,Petrol,3.86
5223,Maruti,"50,969",Celerio,2018,CNG,5.13
5224,Honda,"26,736",Jazz,2017,Petrol,6.90
5225,Maruti,"34,278",Baleno,2017,Petrol,6.53
5226,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5227,Mahindra,"46,365",Thar,2017,Diesel,7.72
5228,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5229,Maruti,"76,734",Swift,2015,Diesel,3.76
5230,Maruti,"86,294",Swift,2014,Diesel,4.11
5231,Maruti,"39,781",Baleno,2017,Petrol,5.96
5232,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5233,Hyundai,"45,716",Creta,2018,Petrol,8.99
5234,Maruti,"72,880",Wagon,2011,Petrol,1.70
5235,BMW,"85,000",X5,2015,Diesel,31.25
5236,Ford,"70,000",Endeavour,2017,Diesel,24.60
5237,Honda,"75,000",CR-V,2016,Petrol,11.51
5238,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5239,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5240,Renault,"23,290",KWID,2017,Petrol,3.43
5241,Tata,"96,177",Harrier,2019,Diesel,12.88
5242,Maruti,"14,190",Alto,2018,Petrol,3.86
5243,Maruti,"50,969",Celerio,2018,CNG,5.13
5244,Honda,"26,736",Jazz,2017,Petrol,6.90
5245,Maruti,"34,278",Baleno,2017,Petrol,6.53
5246,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5247,Mahindra,"46,365",Thar,2017,Diesel,7.72
5248,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5249,Maruti,"76,734",Swift,2015,Diesel,3.76
5250,Maruti,"86,294",Swift,2014,Diesel,4.11
5251,Maruti,"39,781",Baleno,2017,Petrol,5.96
5252,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5253,Hyundai,"45,716",Creta,2018,Petrol,8.99
5254,Maruti,"72,880",Wagon,2011,Petrol,1.70
5255,BMW,"85,000",X5,2015,Diesel,31.25
5256,Ford,"70,000",Endeavour,2017,Diesel,24.60
5257,Honda,"75,000",CR-V,2016,Petrol,11.51
5258,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5259,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5260,Renault,"23,290",KWID,2017,Petrol,3.43
5261,Tata,"96,177",Harrier,2019,Diesel,12.88
5262,Maruti,"14,190",Alto,2018,Petrol,3.86
5263,Maruti,"50,969",Celerio,2018,CNG,5.13
5264,Honda,"26,736",Jazz,2017,Petrol,6.90
5265,Maruti,"34,278",Baleno,2017,Petrol,6.53
5266,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5267,Mahindra,"46,365",Thar,2017,Diesel,7.72
5268,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5269,Maruti,"76,734",Swift,2015,Diesel,3.76
5270,Maruti,"86,294",Swift,2014,Diesel,4.11
5271,Maruti,"39,781",Baleno,2017,Petrol,5.96
5272,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5273,Hyundai,"45,716",Creta,2018,Petrol,8.99
5274,Maruti,"72,880",Wagon,2011,Petrol,1.70
5275,BMW,"85,000",X5,2015,Diesel,31.25
5276,Ford,"70,000",Endeavour,2017,Diesel,24.60
5277,Honda,"75,000",CR-V,2016,Petrol,11.51
5278,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5279,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5280,Renault,"23,290",KWID,2017,Petrol,3.43
5281,Tata,"96,177",Harrier,2019,Diesel,12.88
5282,Maruti,"14,190",Alto,2018,Petrol,3.86
5283,Maruti,"50,969",Celerio,2018,CNG,5.13
5284,Honda,"26,736",Jazz,2017,Petrol,6.90
5285,Maruti,"34,278",Baleno,2017,Petrol,6.53
5286,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5287,Mahindra,"46,365",Thar,2017,Diesel,7.72
5288,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5289,Maruti,"76,734",Swift,2015,Diesel,3.76
5290,Maruti,"86,294",Swift,2014,Diesel,4.11
5291,Maruti,"39,781",Baleno,2017,Petrol,5.96
5292,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5293,Hyundai,"45,716",Creta,2018,Petrol,8.99
5294,Maruti,"72,880",Wagon,2011,Petrol,1.70
5295,BMW,"85,000",X5,2015,Diesel,31.25
5296,Ford,"70,000",Endeavour,2017,Diesel,24.60
5297,Honda,"75,000",CR-V,2016,Petrol,11.51
5298,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5299,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5300,Renault,"23,290",KWID,2017,Petrol,3.43
5301,Tata,"96,177",Harrier,2019,Diesel,12.88
5302,Maruti,"14,190",Alto,2018,Petrol,3.86
5303,Maruti,"50,969",Celerio,2018,CNG,5.13
5304,Honda,"26,736",Jazz,2017,Petrol,6.90
5305,Maruti,"34,278",Baleno,2017,Petrol,6.53
5306,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5307,Mahindra,"46,365",Thar,2017,Diesel,7.72
5308,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5309,Maruti,"76,734",Swift,2015,Diesel,3.76
5310,Maruti,"86,294",Swift,2014,Diesel,4.11
5311,Maruti,"39,781",Baleno,2017,Petrol,5.96
5312,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5313,Hyundai,"45,716",Creta,2018,Petrol,8.99
5314,Maruti,"72,880",Wagon,2011,Petrol,1.70
5315,BMW,"85,000",X5,2015,Diesel,31.25
5316,Ford,"70,000",Endeavour,2017,Diesel,24.60
5317,Honda,"75,000",CR-V,2016,Petrol,11.51
5318,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5319,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5320,Renault,"23,290",KWID,2017,Petrol,3.43
5321,Tata,"96,177",Harrier,2019,Diesel,12.88
5322,Maruti,"14,190",Alto,2018,Petrol,3.86
5323,Maruti,"50,969",Celerio,2018,CNG,5.13
5324,Honda,"26,736",Jazz,2017,Petrol,6.90
5325,Maruti,"34,278",Baleno,2017,Petrol,6.53
5326,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5327,Mahindra,"46,365",Thar,2017,Diesel,7.72
5328,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5329,Maruti,"76,734",Swift,2015,Diesel,3.76
5330,Maruti,"86,294",Swift,2014,Diesel,4.11
5331,Maruti,"39,781",Baleno,2017,Petrol,5.96
5332,Maruti,"82,496",Ciaz,2019,Petrol,8.72
5333,Hyundai,"45,716",Creta,2018,Petrol,8.99
5334,Maruti,"72,880",Wagon,2011,Petrol,1.70
5335,BMW,"85,000",X5,2015,Diesel,31.25
5336,Ford,"70,000",Endeavour,2017,Diesel,24.60
5337,Honda,"75,000",CR-V,2016,Petrol,11.51
5338,Mahindra,"62,000",XUV500,2017,Diesel,11.00
5339,Mercedes-Benz,"57,007",GLA,2014,Petrol,17.99
5340,Renault,"23,290",KWID,2017,Petrol,3.43
5341,Tata,"96,177",Harrier,2019,Diesel,12.88
5342,Maruti,"14,190",Alto,2018,Petrol,3.86
5343,Maruti,"50,969",Celerio,2018,CNG,5.13
5344,Honda,"26,736",Jazz,2017,Petrol,6.90
5345,Maruti,"34,278",Baleno,2017,Petrol,6.53
5346,Maruti,"33,206",Ciaz,2019,Petrol,9.34
5347,Mahindra,"46,365",Thar,2017,Diesel,7.72
5348,Maruti,"30,480",S-Presso,2020,Petrol,4.50
5349,Maruti,"76,734",Swift,2015,Diesel,3.76
5350,Maruti,"86,294",Swift,2014,Diesel,4.11
5351,Maruti,"39,781",Baleno,2017,Petrol,5.96
5352,Maruti,"82,496",Ciaz,2019,Petrol,8.72
